order,species,n
Chiroptera,Thyroptera discifera,90
Chiroptera,Thyroptera lavali,12
Chiroptera,Thyroptera tricolor,697
Chiroptera,Thyroptera wynneae,2
Chiroptera,Tomopeas ravus,81
Chiroptera,Tonatia bakeri,19
Chiroptera,Tonatia bidens,201
Chiroptera,Tonatia maresi,38
Chiroptera,Tonatia saurophila,503
Chiroptera,Trachops cirrhosus,2208
Chiroptera,Trachops fuliginosus,1
Chiroptera,Triaenops afer,486
Chiroptera,Triaenops menamena,71
Chiroptera,Triaenops persicus,546
Chiroptera,Trinycteris nicefori,528
Chiroptera,Tylonycteris fulvida,109
Chiroptera,Tylonycteris malayana,129
Chiroptera,Tylonycteris pachypus,1154
Chiroptera,Tylonycteris robustula,667
Chiroptera,Tylonycteris tonkinensis,11
Chiroptera,Uroderma bakeri,9
Chiroptera,Uroderma bilobatum,4901
Chiroptera,Uroderma convexum,1673
Chiroptera,Uroderma davisi,1154
Chiroptera,Uroderma magnirostrum,893
Chiroptera,Vampyressa elisabethae,5
Chiroptera,Vampyressa melissa,51
Chiroptera,Vampyressa pusilla,610
Chiroptera,Vampyressa sinchi,2
Chiroptera,Vampyressa thyone,830
Chiroptera,Vampyriscus bidens,800
Chiroptera,Vampyriscus brocki,78
Chiroptera,Vampyriscus nymphaea,491
Chiroptera,Vampyrodes caraccioli,593
Chiroptera,Vampyrodes major,580
Chiroptera,Vampyrum spectrum,241
Chiroptera,Vansonia rueppellii,430
Chiroptera,Vespadelus baverstocki,454
Chiroptera,Vespadelus caurinus,710
Chiroptera,Vespadelus darlingtoni,1049
Chiroptera,Vespadelus douglasorum,135
Chiroptera,Vespadelus finlaysoni,1060
Chiroptera,Vespadelus pumilus,1303
Chiroptera,Vespadelus regulus,1609
Chiroptera,Vespadelus troughtoni,273
Chiroptera,Vespadelus vulturnus,1064
Chiroptera,Vespertilio murinus,1356
Chiroptera,Vespertilio sinensis,289
Chiroptera,Xeronycteris vieirai,1
Chiroptera,Xeronycteris vierai,3
Chiroptera,NA,78692
Rodentia,Abditomys latidens,2
Rodentia,Abeomelomys sevia,95
Rodentia,Abrawayaomys chebezi,2
Rodentia,Abrawayaomys ruschii,10
Rodentia,Abrocoma bennettii,70
Rodentia,Abrocoma boliviensis,3
Rodentia,Abrocoma cinerea,68
Rodentia,Abrocoma famatina,1
Rodentia,Abrothrix andinus,420
Rodentia,Abrothrix hershkovitzi,2
Rodentia,Abrothrix illuteus,72
Rodentia,Abrothrix jelskii,477
Rodentia,Abrothrix lanosus,50
Rodentia,Abrothrix longipilis,5907
Rodentia,Abrothrix manni,57
Rodentia,Abrothrix markhami,8
Rodentia,Abrothrix olivaceus,5121
Rodentia,Abrothrix sanborni,48
Rodentia,Acanthion hodgsonii,2
Rodentia,Acomys airensis,170
Rodentia,Acomys cahirinus,1253
Rodentia,Acomys chudeaui,6
Rodentia,Acomys cilicicus,3
Rodentia,Acomys cineraceus,403
Rodentia,Acomys dimidiatus,492
Rodentia,Acomys ignitus,134
Rodentia,Acomys johannis,186
Rodentia,Acomys kempi,119
Rodentia,Acomys louisae,47
Rodentia,Acomys minous,75
Rodentia,Acomys mullah,12
Rodentia,Acomys muzei,46
Rodentia,Acomys nesiotes,89
Rodentia,Acomys ngurui,58
Rodentia,Acomys percivali,223
Rodentia,Acomys russatus,95
Rodentia,Acomys selousi,16
Rodentia,Acomys seurati,19
Rodentia,Acomys spinosissimus,796
Rodentia,Acomys subspinosus,158
Rodentia,Acomys wilsoni,353
Rodentia,Aconaemys fuscus,42
Rodentia,Aconaemys porteri,25
Rodentia,Aconaemys sagei,21
Rodentia,Aegialomys galapagoensis,120
Rodentia,Aegialomys xanthaeolus,552
Rodentia,Aepeomys lugens,85
Rodentia,Aeretes melanopterus,16
Rodentia,Aeromys tephromelas,27
Rodentia,Aeromys thomasi,4
Rodentia,Aethomys bocagei,54
Rodentia,Aethomys chrysophilus,3444
Rodentia,Aethomys hindei,771
Rodentia,Aethomys ineptus,108
Rodentia,Aethomys kaiseri,1478
Rodentia,Aethomys nyikae,202
Rodentia,Aethomys silindensis,10
Rodentia,Aethomys stannarius,28
Rodentia,Aethomys thomasi,70
Rodentia,Akodon aerosus,705
Rodentia,Akodon affinis,164
Rodentia,Akodon albiventer,577
Rodentia,Akodon azarae,4466
Rodentia,Akodon boliviensis,856
Rodentia,Akodon budini,120
Rodentia,Akodon caenosus,78
Rodentia,Akodon cursor,897
Rodentia,Akodon dayi,194
Rodentia,Akodon dolores,315
Rodentia,Akodon fumeus,181
Rodentia,Akodon iniscatus,478
Rodentia,Akodon josemariarguedasi,8
Rodentia,Akodon juninensis,219
Rodentia,Akodon kofordi,36
Rodentia,Akodon lindberghi,6
Rodentia,Akodon lutescens,754
Rodentia,Akodon mimus,414
Rodentia,Akodon molinae,501
Rodentia,Akodon mollis,1484
Rodentia,Akodon montensis,1230
Rodentia,Akodon mystax,4
Rodentia,Akodon neocenus,32
Rodentia,Akodon orophilus,262
Rodentia,Akodon paranaensis,28
Rodentia,Akodon pervalens,10
Rodentia,Akodon philipmyersi,27
Rodentia,Akodon polopi,24
Rodentia,Akodon reigi,2
Rodentia,Akodon sanctipaulensis,27
Rodentia,Akodon serrensis,41
Rodentia,Akodon siberiae,31
Rodentia,Akodon simulator,1263
Rodentia,Akodon spegazzinii,685
Rodentia,Akodon subfuscus,436
Rodentia,Akodon suffusus,2
Rodentia,Akodon surdus,44
Rodentia,Akodon sylvanus,55
Rodentia,Akodon toba,200
Rodentia,Akodon torques,370
Rodentia,Akodon varius,467
Rodentia,Allactaga balikunica,40
Rodentia,Allactaga bullata,114
Rodentia,Allactaga elater,287
Rodentia,Allactaga euphratica,200
Rodentia,Allactaga hotsoni,45
Rodentia,Allactaga major,86
Rodentia,Allactaga severtzovi,13
Rodentia,Allactaga sibirica,692
Rodentia,Allactaga tetradactyla,35
Rodentia,Allactaga toussi,32
Rodentia,Allactaga williamsi,101
Rodentia,Allactodipus bobrinskii,8
Rodentia,Allocricetulus curtatus,40
Rodentia,Allocricetulus eversmanni,82
Rodentia,Allocricetus aylasevimae,1
Rodentia,Alticola albicaudus,15
Rodentia,Alticola argentatus,380
Rodentia,Alticola barakshin,234
Rodentia,Alticola lemminus,109
Rodentia,Alticola macrotis,35
Rodentia,Alticola montosa,242
Rodentia,Alticola olchonensis,3
Rodentia,Alticola roylei,163
Rodentia,Alticola semicanus,120
Rodentia,Alticola stoliczkanus,114
Rodentia,Alticola strelzowi,224
Rodentia,Alticola tuvinicus,17
Rodentia,Amblyrhiza inundata,2
Rodentia,Ammodillus imbellis,12
Rodentia,Ammospermophilus harrisii,1844
Rodentia,Ammospermophilus insularis,67
Rodentia,Ammospermophilus interpres,450
Rodentia,Ammospermophilus leucurus,7086
Rodentia,Ammospermophilus nelsoni,546
Rodentia,Amphidyromys pusillus,1
Rodentia,Amphinectomys savamis,3
Rodentia,Andalgalomys olrogi,17
Rodentia,Andalgalomys pearsoni,45
Rodentia,Andalgalomys roigi,28
Rodentia,Andinomys edax,258
Rodentia,Anisomys imitator,223
Rodentia,Anomalurus beecrofti,220
Rodentia,Anomalurus derbianus,709
Rodentia,Anomalurus pelii,196
Rodentia,Anomalurus pusillus,156
Rodentia,Anonymomys mindorensis,2
Rodentia,Anotomys leander,16
Rodentia,Antillomys rayi,2
Rodentia,Aplodontia rufa,2101
Rodentia,Apodemus agrarius,11309
Rodentia,Apodemus alpicola,723
Rodentia,Apodemus argenteus,3588
Rodentia,Apodemus chejuensis,19
Rodentia,Apodemus chevrieri,806
Rodentia,Apodemus draco,1912
Rodentia,Apodemus epimelas,156
Rodentia,Apodemus flavicollis,32815
Rodentia,Apodemus gurkha,198
Rodentia,Apodemus hyrcanicus,156
Rodentia,Apodemus latronum,387
Rodentia,Apodemus mystacinus,756
Rodentia,Apodemus pallipes,1208
Rodentia,Apodemus peninsulae,1536
Rodentia,Apodemus ponticus,36
Rodentia,Apodemus rusiges,503
Rodentia,Apodemus semotus,760
Rodentia,Apodemus speciosus,6635
Rodentia,Apodemus sylvaticus,60799
Rodentia,Apodemus uralensis,899
Rodentia,Apodemus witherbyi,254
Rodentia,Apomys abrae,74
Rodentia,Apomys aurorae,21
Rodentia,Apomys banahao,65
Rodentia,Apomys brownorum,11
Rodentia,Apomys camiguinensis,7
Rodentia,Apomys datae,239
Rodentia,Apomys gracilirostris,10
Rodentia,Apomys hylocetes,38
Rodentia,Apomys insignis,143
Rodentia,Apomys iridensis,18
Rodentia,Apomys littoralis,57
Rodentia,Apomys lubangensis,21
Rodentia,Apomys magnus,11
Rodentia,Apomys microdon,71
Rodentia,Apomys minganensis,17
Rodentia,Apomys musculus,62
Rodentia,Apomys sacobianus,35
Rodentia,Apomys sierrae,119
Rodentia,Apomys zambalensis,59
Rodentia,Arborimus albipes,231
Rodentia,Arborimus longicaudus,720
Rodentia,Arborimus pomo,582
Rodentia,Archboldomys luzonensis,16
Rodentia,Archboldomys maximus,6
Rodentia,Arvicanthis abyssinicus,1173
Rodentia,Arvicanthis ansorgei,48
Rodentia,Arvicanthis blicki,41
Rodentia,Arvicanthis nairobae,331
Rodentia,Arvicanthis neumanni,203
Rodentia,Arvicanthis niloticus,6921
Rodentia,Arvicanthis rufinus,248
Rodentia,Arvicola amphibius,6625
Rodentia,Arvicola cantiana,7
Rodentia,Arvicola intermedius,2
Rodentia,Arvicola mandarinus,12
Rodentia,Arvicola pliocaenicus,61
Rodentia,Arvicola sapidus,1331
Rodentia,Arvicola scherman,4232
Rodentia,Atherurus africanus,558
Rodentia,Atherurus macrourus,128
Rodentia,Atlantoxerus getulus,205
Rodentia,Auliscomys boliviensis,140
Rodentia,Auliscomys pictus,708
Rodentia,Auliscomys sublimis,241
Rodentia,Baiomys kolbi,20
Rodentia,Baiomys musculus,4811
Rodentia,Baiomys taylori,6664
Rodentia,Baiyankamys habbema,46
Rodentia,Baiyankamys shawmayeri,8
Rodentia,Bandicota bengalensis,490
Rodentia,Bandicota indica,872
Rodentia,Bandicota savilei,190
Rodentia,Bathyergus janetta,31
Rodentia,Bathyergus suillus,255
Rodentia,Batomys dentatus,1
Rodentia,Batomys granti,12
Rodentia,Batomys hamiguitan,3
Rodentia,Batomys russatus,1
Rodentia,Batomys salomonseni,111
Rodentia,Batomys uragon,13
Rodentia,Beamys hindei,108
Rodentia,Beamys major,70
Rodentia,Belomys pearsonii,29
Rodentia,Berylmys berdmorei,57
Rodentia,Berylmys bowersi,183
Rodentia,Berylmys mackenziei,15
Rodentia,Berylmys manipulus,8
Rodentia,Bibimys chacoensis,14
Rodentia,Bibimys labiosus,7
Rodentia,Bibimys torresi,4
Rodentia,Blanfordimys afghanus,55
Rodentia,Blanfordimys bucharensis,4
Rodentia,Blanfordimys juldaschi,172
Rodentia,Blarinomys breviceps,53
Rodentia,Boromys offella,2
Rodentia,Brachiones przewalskii,12
Rodentia,Brachymelis garagassi,2
Rodentia,Brachytarsomys albicauda,75
Rodentia,Brachytarsomys villosa,6
Rodentia,Brachyuromys betsileoensis,111
Rodentia,Brachyuromys ramirohitra,29
Rodentia,Brassomys albidens,6
Rodentia,Brotomys voratus,1
Rodentia,Brucepattersonius griserufescens,2
Rodentia,Brucepattersonius guarani,2
Rodentia,Brucepattersonius igniventris,5
Rodentia,Brucepattersonius iheringi,48
Rodentia,Brucepattersonius misionensis,3
Rodentia,Brucepattersonius paradisus,3
Rodentia,Brucepattersonius soricinus,21
Rodentia,Bullimus bagobus,101
Rodentia,Bullimus gamay,9
Rodentia,Bullimus luzonicus,90
Rodentia,Bunomys andrewsi,175
Rodentia,Bunomys chrysocomus,430
Rodentia,Bunomys coelestis,62
Rodentia,Bunomys fratrorum,262
Rodentia,Bunomys karokophilus,22
Rodentia,Bunomys penitus,378
Rodentia,Bunomys prolatus,7
Rodentia,Bunomys torajae,5
Rodentia,Byzantinia pikermiensis,1
Rodentia,Calassomys apicalis,1
Rodentia,Callistomys pictus,5
Rodentia,Callosciurus adamsi,18
Rodentia,Callosciurus baluensis,18
Rodentia,Callosciurus caniceps,518
Rodentia,Callosciurus erythraeus,2611
Rodentia,Callosciurus finlaysonii,798
Rodentia,Callosciurus inornatus,70
Rodentia,Callosciurus melanogaster,86
Rodentia,Callosciurus nigrovittatus,621
Rodentia,Callosciurus notatus,2373
Rodentia,Callosciurus orestes,77
Rodentia,Callosciurus phayrei,26
Rodentia,Callosciurus prevostii,996
Rodentia,Callosciurus pygerythrus,262
Rodentia,Callosciurus quinquestriatus,20
Rodentia,Callospermophilus lateralis,10493
Rodentia,Callospermophilus madrensis,150
Rodentia,Callospermophilus saturatus,172
Rodentia,Calomys baskini,8
Rodentia,Calomys boliviae,290
Rodentia,Calomys callidus,34
Rodentia,Calomys callosus,2984
Rodentia,Calomys elachys,8
Rodentia,Calomys expulsus,43
Rodentia,Calomys hummelincki,62
Rodentia,Calomys laucha,2170
Rodentia,Calomys lepidus,370
Rodentia,Calomys musculinus,2515
Rodentia,Calomys sorellus,440
Rodentia,Calomys tener,229
Rodentia,Calomys tocantinsi,2
Rodentia,Calomys venustus,178
Rodentia,Calomyscus bailwardi,291
Rodentia,Calomyscus baluchi,595
Rodentia,Calomyscus elburzensis,152
Rodentia,Calomyscus grandis,50
Rodentia,Calomyscus hotsoni,56
Rodentia,Calomyscus mystax,58
Rodentia,Calomyscus tsolovi,1
Rodentia,Calomyscus urartensis,10
Rodentia,Cannomys badius,196
Rodentia,Cansumys canus,4
Rodentia,Capromys pilorides,345
Rodentia,Cardiocranius paradoxus,88
Rodentia,Carpomys dakal,11
Rodentia,Carpomys melanurus,12
Rodentia,Carpomys phaeurus,5
Rodentia,Carterodon sulcidens,17
Rodentia,Caryomys eva,110
Rodentia,Caryomys inez,47
Rodentia,Castillomys crusafonti,1
Rodentia,Castor canadensis,6962
Rodentia,Castor fiber,900
Rodentia,Castor hubbardi,5
Rodentia,Castoroides ohioensis,15
Rodentia,Cavia aperea,1022
Rodentia,Cavia cobaya,3
Rodentia,Cavia fulgida,28
Rodentia,Cavia magna,7
Rodentia,Cavia porcellus,978
Rodentia,Cavia tschudii,116
Rodentia,Cerradomys akroai,12
Rodentia,Cerradomys goytaca,19
Rodentia,Cerradomys langguthi,14
Rodentia,Cerradomys maracajuensis,76
Rodentia,Cerradomys marinhus,4
Rodentia,Cerradomys scotti,63
Rodentia,Cerradomys subflavus,380
Rodentia,Cerradomys vivoi,32
Rodentia,Chaetocauda sichuanensis,1
Rodentia,Chaetodipus arenarius,4649
Rodentia,Chaetodipus artus,927
Rodentia,Chaetodipus baileyi,7129
Rodentia,Chaetodipus californicus,3324
Rodentia,Chaetodipus dalquesti,134
Rodentia,Chaetodipus eremicus,3118
Rodentia,Chaetodipus fallax,4403
Rodentia,Chaetodipus formosus,6780
Rodentia,Chaetodipus goldmani,1555
Rodentia,Chaetodipus hispidus,6339
Rodentia,Chaetodipus intermedius,6559
Rodentia,Chaetodipus lineatus,84
Rodentia,Chaetodipus nelsoni,4799
Rodentia,Chaetodipus penicillatus,12441
Rodentia,Chaetodipus pernix,1673
Rodentia,Chaetodipus rudinoris,457
Rodentia,Chaetodipus siccus,173
Rodentia,Chaetodipus spinatus,6357
Rodentia,Chaetomys subspinosus,30
Rodentia,Chelemys macronyx,485
Rodentia,Chelemys megalonyx,12
Rodentia,Chibchanomys orcesi,3
Rodentia,Chibchanomys trichotis,5
Rodentia,Chilomys instans,74
Rodentia,Chinchilla chinchilla,68
Rodentia,Chinchilla lanigera,553
Rodentia,Chinchillula sahamae,90
Rodentia,Chionomys gud,46
Rodentia,Chionomys nivalis,1610
Rodentia,Chionomys roberti,84
Rodentia,Chiromyscus chiropus,25
Rodentia,Chiromyscus langbianis,20
Rodentia,Chiromyscus thomasi,1
Rodentia,Chiropodomys calamianensis,6
Rodentia,Chiropodomys gliroides,281
Rodentia,Chiropodomys karlkoopmani,2
Rodentia,Chiropodomys major,21
Rodentia,Chiropodomys muroides,5
Rodentia,Chiropodomys pusillus,3
Rodentia,Chiruromys forbesi,113
Rodentia,Chiruromys lamia,12
Rodentia,Chiruromys vates,160
Rodentia,Chrotomys gonzalesi,13
Rodentia,Chrotomys mindorensis,53
Rodentia,Chrotomys sibuyanensis,1
Rodentia,Chrotomys silaceus,30
Rodentia,Chrotomys whiteheadi,50
Rodentia,Clyomys laticeps,63
Rodentia,Coccymys ruemmleri,198
Rodentia,Coccymys shawmayeri,100
Rodentia,Coendou baturitensis,18
Rodentia,Coendou bicolor,37
Rodentia,Coendou nycthemera,77
Rodentia,Coendou prehensilis,367
Rodentia,Coendou quichua,14
Rodentia,Coendou rothschildi,49
Rodentia,Coendou speratus,4
Rodentia,Colomys goslingi,366
Rodentia,Conilurus albipes,43
Rodentia,Conilurus penicillatus,489
Rodentia,Crateromys australis,2
Rodentia,Crateromys ballik,7
Rodentia,Crateromys heaneyi,6
Rodentia,Crateromys paulus,2
Rodentia,Crateromys schadenbergi,15
Rodentia,Cratogeomys castanops,2960
Rodentia,Cratogeomys fulvescens,77
Rodentia,Cratogeomys fumosus,844
Rodentia,Cratogeomys goldmani,547
Rodentia,Cratogeomys merriami,772
Rodentia,Cratogeomys perotensis,228
Rodentia,Cratogeomys planiceps,72
Rodentia,Cremnomys cutchicus,10
Rodentia,Cremnomys elvira,1
Rodentia,Cricetomys ansorgei,301
Rodentia,Cricetomys emini,869
Rodentia,Cricetomys gambianus,1285
Rodentia,Cricetomys kivuensis,6
Rodentia,Cricetulus alticola,33
Rodentia,Cricetulus barabensis,676
Rodentia,Cricetulus kamensis,44
Rodentia,Cricetulus longicaudatus,623
Rodentia,Cricetulus migratorius,1454
Rodentia,Cricetulus sokolovi,11
Rodentia,Cricetus cricetus,3173
Rodentia,Crossomys moncktoni,17
Rodentia,Crunomys celebensis,4
Rodentia,Crunomys melanius,7
Rodentia,Crunomys suncoides,1
Rodentia,Cryptomys amatus,42
Rodentia,Cryptomys anselli,7
Rodentia,Cryptomys bocagei,31
Rodentia,Cryptomys damarensis,253
Rodentia,Cryptomys darlingi,19
Rodentia,Cryptomys foxi,2
Rodentia,Cryptomys hottentotus,2459
Rodentia,Cryptomys kafuensis,4
Rodentia,Cryptomys mechowi,82
Rodentia,Cryptomys natalensis,1
Rodentia,Cryptomys ochraceocinereus,75
Rodentia,Cryptomys zechi,16
Rodentia,Ctenodactylus gundi,245
Rodentia,Ctenodactylus vali,57
Rodentia,Ctenomys argentinus,60
Rodentia,Ctenomys australis,40
Rodentia,Ctenomys azarae,23
Rodentia,Ctenomys bergi,3
Rodentia,Ctenomys boliviensis,624
Rodentia,Ctenomys bonettoi,48
Rodentia,Ctenomys brasiliensis,9
Rodentia,Ctenomys budini,13
Rodentia,Ctenomys colburni,21
Rodentia,Ctenomys coludo,2
Rodentia,Ctenomys conoveri,24
Rodentia,Ctenomys coyhaiquensis,8
Rodentia,Ctenomys dorbignyi,169
Rodentia,Ctenomys dorsalis,6
Rodentia,Ctenomys emilianus,4
Rodentia,Ctenomys famosus,4
Rodentia,Ctenomys flamarioni,21
Rodentia,Ctenomys fochi,6
Rodentia,Ctenomys fodax,4
Rodentia,Ctenomys frater,38
Rodentia,Ctenomys fulvus,36
Rodentia,Ctenomys goodfellowi,5
Rodentia,Ctenomys haigi,324
Rodentia,Ctenomys ibicuiensis,28
Rodentia,Ctenomys juris,1
Rodentia,Ctenomys knighti,5
Rodentia,Ctenomys lami,2
Rodentia,Ctenomys latro,31
Rodentia,Ctenomys leucodon,31
Rodentia,Ctenomys lewisi,72
Rodentia,Ctenomys magellanicus,97
Rodentia,Ctenomys maulinus,114
Rodentia,Ctenomys mendocinus,663
Rodentia,Ctenomys minutus,36
Rodentia,Ctenomys occultus,2
Rodentia,Ctenomys opimus,213
Rodentia,Ctenomys pearsoni,87
Rodentia,Ctenomys perrensi,122
Rodentia,Ctenomys peruanus,21
Rodentia,Ctenomys pontifex,9
Rodentia,Ctenomys porteousi,29
Rodentia,Ctenomys pundti,2
Rodentia,Ctenomys rionegrensis,45
Rodentia,Ctenomys roigi,47
Rodentia,Ctenomys saltarius,2
Rodentia,Ctenomys scagliai,2
Rodentia,Ctenomys sericeus,15
Rodentia,Ctenomys sociabilis,295
Rodentia,Ctenomys steinbachi,83
Rodentia,Ctenomys sylvanus,25
Rodentia,Ctenomys talarum,435
Rodentia,Ctenomys torquatus,128
Rodentia,Ctenomys tuconax,11
Rodentia,Ctenomys tucumanus,76
Rodentia,Ctenomys tulduco,1
Rodentia,Ctenomys validus,19
Rodentia,Ctenomys viperinus,6
Rodentia,Ctenomys yolandae,117
Rodentia,Cuniculus paca,1920
Rodentia,Cuniculus taczanowskii,168
Rodentia,Cuscomys ashaninka,1
Rodentia,Cynomys gunnisoni,1520
Rodentia,Cynomys leucurus,1036
Rodentia,Cynomys ludovicianus,3603
Rodentia,Cynomys mexicanus,291
Rodentia,Cynomys parvidens,217
Rodentia,Cynomys socialis,2
Rodentia,Dacnomys millardi,29
Rodentia,Dactylomys boliviensis,35
Rodentia,Dactylomys dactylinus,171
Rodentia,Dactylomys peruanus,12
Rodentia,Dasymys alleni,132
Rodentia,Dasymys cabrali,51
Rodentia,Dasymys foxi,66
Rodentia,Dasymys incomtus,2515
Rodentia,Dasymys montanus,19
Rodentia,Dasymys nudipes,76
Rodentia,Dasymys rufulus,1426
Rodentia,Dasymys rwandae,87
Rodentia,Dasymys sua,37
Rodentia,Dasyprocta azarae,267
Rodentia,Dasyprocta coibae,18
Rodentia,Dasyprocta cristata,13
Rodentia,Dasyprocta croconota,10
Rodentia,Dasyprocta fuliginosa,307
Rodentia,Dasyprocta guamara,1
Rodentia,Dasyprocta kalinowskii,8
Rodentia,Dasyprocta leporina,1037
Rodentia,Dasyprocta mexicana,166
Rodentia,Dasyprocta prymnolopha,31
Rodentia,Dasyprocta punctata,1212
Rodentia,Dasyprocta ruatanica,11
Rodentia,Dasyprocta variegata,13
Rodentia,Delanymys brooksi,42
Rodentia,Delomys altimontanus,9
Rodentia,Delomys dorsalis,481
Rodentia,Delomys sublineatus,140
Rodentia,Deltamys araucaria,1
Rodentia,Deltamys kempi,100
Rodentia,Dendromus insignis,429
Rodentia,Dendromus kahuziensis,1
Rodentia,Dendromus lachaisei,17
Rodentia,Dendromus lovati,28
Rodentia,Dendromus melanotis,513
Rodentia,Dendromus mesomelas,337
Rodentia,Dendromus messorius,147
Rodentia,Dendromus mystacalis,814
Rodentia,Dendromus nyasae,87
Rodentia,Dendromus nyikae,154
Rodentia,Dendromus oreas,6
Rodentia,Dendromus pumilio,7
Rodentia,Dendromus ruppi,3
Rodentia,Dendromus vernayi,8
Rodentia,Dendroprionomys rousseloti,4
Rodentia,Deomys ferrugineus,972
Rodentia,Dephomys defua,380
Rodentia,Dephomys eburneae,74
Rodentia,Desmodilliscus braueri,523
Rodentia,Desmodillus auricularis,1462
Rodentia,Desmomys harringtoni,169
Rodentia,Desmomys yaldeni,1
Rodentia,Dicrostonyx groenlandicus,7658
Rodentia,Dicrostonyx hudsonius,861
Rodentia,Dicrostonyx nelsoni,85
Rodentia,Dicrostonyx nunatakensis,17
Rodentia,Dicrostonyx richardsoni,1422
Rodentia,Dicrostonyx torquatus,647
Rodentia,Dicrostonyx unalascensis,202
Rodentia,Dicrostonyx vinogradovi,4
Rodentia,Dinaromys bogdanovi,79
Rodentia,Dinomys branickii,128
Rodentia,Diomys crumpi,52
Rodentia,Diplomys labilis,80
Rodentia,Diplomys rufodorsalis,4
Rodentia,Diplothrix legata,245
Rodentia,Dipodillus bottai,7
Rodentia,Dipodillus campestris,1577
Rodentia,Dipodillus dasyurus,289
Rodentia,Dipodillus harwoodi,140
Rodentia,Dipodillus jamesi,1
Rodentia,Dipodillus lowei,69
Rodentia,Dipodillus mackilligini,6
Rodentia,Dipodillus maghrebi,9
Rodentia,Dipodillus rupicola,13
Rodentia,Dipodillus simoni,109
Rodentia,Dipodillus somalicus,81
Rodentia,Dipodillus stigmonyx,17
Rodentia,Dipodillus zakariai,34
Rodentia,Dipodomys agilis,6859
Rodentia,Dipodomys californicus,1400
Rodentia,Dipodomys compactus,598
Rodentia,Dipodomys deserti,3647
Rodentia,Dipodomys elator,355
Rodentia,Dipodomys gravipes,202
Rodentia,Dipodomys heermanni,3571
Rodentia,Dipodomys ingens,358
Rodentia,Dipodomys merriami,42699
Rodentia,Dipodomys microps,4534
Rodentia,Dipodomys nelsoni,738
Rodentia,Dipodomys nitratoides,1512
Rodentia,Dipodomys ordii,29617
Rodentia,Dipodomys ornatus,405
Rodentia,Dipodomys panamintinus,4466
Rodentia,Dipodomys phillipsii,545
Rodentia,Dipodomys simulans,2768
Rodentia,Dipodomys spectabilis,2810
Rodentia,Dipodomys stephensi,623
Rodentia,Dipodomys venustus,619
Rodentia,Dipus sagitta,753
Rodentia,Distylomys burqinensis,2
Rodentia,Dolicavia minuscula,1
Rodentia,Dolichotis patagonum,468
Rodentia,Dolichotis salinicola,143
Rodentia,Dremomys everetti,75
Rodentia,Dremomys gularis,5
Rodentia,Dremomys lokriah,81
Rodentia,Dremomys pernyi,215
Rodentia,Dremomys pyrrhomerus,63
Rodentia,Dremomys rufigenis,281
Rodentia,Drymoreomys albimaculatus,8
Rodentia,Dryomys laniger,1
Rodentia,Dryomys niethammeri,2
Rodentia,Dryomys nitedula,575
Rodentia,Echimys chrysurus,118
Rodentia,Echimys guianae,4
Rodentia,Echimys saturnus,12
Rodentia,Echimys semivillosus,37
Rodentia,Echimys vieirai,1
Rodentia,Echinoprocta rufescens,56
Rodentia,Echiothrix centrosa,26
Rodentia,Echiothrix leucura,52
Rodentia,Elasmodontomys obliquus,9
Rodentia,Eligmodontia arizonae,2
Rodentia,Eligmodontia bolsonensis,53
Rodentia,Eligmodontia dunaris,2
Rodentia,Eligmodontia hirtipes,34
Rodentia,Eligmodontia moreni,262
Rodentia,Eligmodontia morgani,852
Rodentia,Eligmodontia puerulus,293
Rodentia,Eligmodontia typus,1063
Rodentia,Eliomys melanurus,90
Rodentia,Eliomys munbyanus,93
Rodentia,Eliomys quercinus,4089
Rodentia,Eliurus antsingy,16
Rodentia,Eliurus carletoni,30
Rodentia,Eliurus ellermani,23
Rodentia,Eliurus grandidieri,48
Rodentia,Eliurus majori,87
Rodentia,Eliurus minor,195
Rodentia,Eliurus myoxinus,180
Rodentia,Eliurus penicillatus,8
Rodentia,Eliurus petteri,1
Rodentia,Eliurus tanala,226
Rodentia,Eliurus webbi,295
Rodentia,Ellobius alaicus,16
Rodentia,Ellobius fuscocapillus,116
Rodentia,Ellobius lutescens,36
Rodentia,Ellobius talpinus,404
Rodentia,Ellobius tancrei,207
Rodentia,Eoglaucomys fimbriatus,50
Rodentia,Eolagurus luteus,76
Rodentia,Eolagurus przewalskii,14
Rodentia,Eospalax baileyi,30
Rodentia,Eospalax cansus,3
Rodentia,Eospalax fontanierii,125
Rodentia,Eospalax rothschildi,10
Rodentia,Eospalax smithii,28
Rodentia,Eothenomys cachinus,42
Rodentia,Eothenomys chinensis,104
Rodentia,Eothenomys custos,242
Rodentia,Eothenomys eleusis,34
Rodentia,Eothenomys melanogaster,883
Rodentia,Eothenomys miletus,114
Rodentia,Eothenomys olitor,25
Rodentia,Eothenomys proditor,117
Rodentia,Eothenomys wardi,56
Rodentia,Eozapus setchuanus,18
Rodentia,Epixerus ebii,44
Rodentia,Eremodipus lichtensteini,20
Rodentia,Eremoryzomys polius,8
Rodentia,Erethizon dorsatus,4263
Rodentia,Eropeplus canus,26
Rodentia,Euchoreutes naso,34
Rodentia,Eucricetodon huerzeleri,1
Rodentia,Eumys elegans,1
Rodentia,Euneomys chinchilloides,106
Rodentia,Euneomys mordax,30
Rodentia,Euneomys petersoni,12
Rodentia,Eupetaurus cinereus,5
