order,species,frozen,tissue,buffer,tissUbuff
Rodentia,Geomys bursarius,16,492,125,612
Rodentia,Geomys jugossicularis,0,0,0,0
Rodentia,Geomys knoxjonesi,0,82,4,86
Rodentia,Geomys lutescens,1,4,12,16
Rodentia,Geomys minor,0,0,0,0
Rodentia,Geomys personatus,1,63,29,92
Rodentia,Geomys pinetis,1,75,16,91
Rodentia,Geomys texensis,0,33,7,40
Rodentia,Geomys tropicalis,0,13,2,14
Rodentia,Georychus capensis,2,1,3,4
Rodentia,Geoxus lafkenche,0,0,0,0
Rodentia,Geoxus valdivianus,0,57,2,59
Rodentia,Gerbilliscus afra,0,11,4,15
Rodentia,Gerbilliscus boehmi,0,1,3,4
Rodentia,Gerbilliscus brantsii,0,69,58,71
Rodentia,Gerbilliscus gambiana,0,0,0,0
Rodentia,Gerbilliscus guineae,0,0,98,98
Rodentia,Gerbilliscus inclusus,0,1,0,1
Rodentia,Gerbilliscus kempii,0,10,272,276
Rodentia,Gerbilliscus leucogaster,1,113,53,119
Rodentia,Gerbilliscus nigricaudus,0,2,2,2
Rodentia,Gerbilliscus phillipsi,0,0,0,0
Rodentia,Gerbilliscus robustus,0,85,231,240
Rodentia,Gerbilliscus validus,0,197,648,673
Rodentia,Gerbillurus paeba,0,76,48,109
Rodentia,Gerbillurus setzeri,0,15,0,15
Rodentia,Gerbillurus tytonis,0,7,0,7
Rodentia,Gerbillurus vallinus,0,12,0,12
Rodentia,Gerbillus acticola,0,0,0,0
Rodentia,Gerbillus agag,0,0,0,0
Rodentia,Gerbillus amoenus,0,1,1,2
Rodentia,Gerbillus andersoni,0,9,1,10
Rodentia,Gerbillus aquilus,0,1,14,15
Rodentia,Gerbillus brockmani,0,0,0,0
Rodentia,Gerbillus cheesmani,0,2,1,3
Rodentia,Gerbillus dunni,0,0,0,0
Rodentia,Gerbillus famulus,0,1,0,1
Rodentia,Gerbillus floweri,0,0,0,0
Rodentia,Gerbillus garamantis,0,0,0,0
Rodentia,Gerbillus gerbillus,0,7,45,52
Rodentia,Gerbillus gleadowi,0,1,2,3
Rodentia,Gerbillus henleyi,0,3,4,7
Rodentia,Gerbillus hesperinus,0,1,0,1
Rodentia,Gerbillus hoogstraali,0,1,0,1
Rodentia,Gerbillus latastei,0,3,0,3
Rodentia,Gerbillus mauritaniae,0,2,0,2
Rodentia,Gerbillus mesopotamiae,0,1,7,8
Rodentia,Gerbillus muriculus,0,0,0,0
Rodentia,Gerbillus nancillus,0,0,0,0
Rodentia,Gerbillus nanus,1,42,47,89
Rodentia,Gerbillus nigeriae,0,1,0,1
Rodentia,Gerbillus occiduus,0,0,0,0
Rodentia,Gerbillus perpallidus,0,1,0,1
Rodentia,Gerbillus poecilops,0,1,0,1
Rodentia,Gerbillus principulus,0,0,0,0
Rodentia,Gerbillus pulvinatus,0,1,0,1
Rodentia,Gerbillus pusillus,0,0,0,0
Rodentia,Gerbillus pyramidum,0,11,14,25
Rodentia,Gerbillus rosalinda,0,0,0,0
Rodentia,Gerbillus syrticus,0,0,0,0
Rodentia,Gerbillus tarabuli,0,4,0,4
Rodentia,Gerbillus vivax,0,1,0,1
Rodentia,Gerbillus watersi,0,0,0,0
Rodentia,Glaucomys sabrinus,23,393,139,518
Rodentia,Glaucomys volans,56,140,127,251
Rodentia,Glirulus japonicus,0,0,0,0
Rodentia,Glis glis,0,4,11,15
Rodentia,Glyphotes simus,0,1,0,1
Rodentia,Golunda ellioti,0,0,0,0
Rodentia,Grammomys aridulus,0,0,0,0
Rodentia,Grammomys brevirostris,0,0,0,0
Rodentia,Grammomys buntingi,0,0,0,0
Rodentia,Grammomys caniceps,0,0,0,0
Rodentia,Grammomys cometes,0,4,0,4
Rodentia,Grammomys dolichurus,0,118,151,266
Rodentia,Grammomys dryas,0,7,4,7
Rodentia,Grammomys gigas,0,0,0,0
Rodentia,Grammomys ibeanus,0,21,0,21
Rodentia,Grammomys kuru,0,0,0,0
Rodentia,Grammomys macmillani,0,17,10,27
Rodentia,Grammomys minnae,0,0,0,0
Rodentia,Grammomys poensis,0,1,468,469
Rodentia,Grammomys selousi,0,0,0,0
Rodentia,Graomys centralis,0,2,1,3
Rodentia,Graomys chacoensis,0,0,1,1
Rodentia,Graomys domorum,0,16,0,16
Rodentia,Graomys edithae,0,0,0,0
Rodentia,Graomys griseoflavus,0,537,173,612
Rodentia,Graphiurus angolensis,0,0,0,0
Rodentia,Graphiurus christyi,0,0,32,32
Rodentia,Graphiurus crassicaudatus,0,0,2,2
Rodentia,Graphiurus johnstoni,0,0,0,0
Rodentia,Graphiurus kelleni,0,2,8,10
Rodentia,Graphiurus lorraineus,0,0,6,6
Rodentia,Graphiurus microtis,0,1,9,10
Rodentia,Graphiurus monardi,0,0,0,0
Rodentia,Graphiurus murinus,0,57,97,137
Rodentia,Graphiurus nagtglasii,0,0,3,3
Rodentia,Graphiurus ocularis,0,0,0,0
Rodentia,Graphiurus platyops,0,0,0,0
Rodentia,Graphiurus rupicola,0,0,0,0
Rodentia,Graphiurus surdus,0,0,1,1
Rodentia,Guanajuatomys hibbardi,0,0,0,0
Rodentia,Gymnoptychus minutus,0,0,0,0
Rodentia,Gymnuromys roberti,0,3,0,3
Rodentia,Habromys chinanteco,0,0,1,1
Rodentia,Habromys delicatulus,0,0,0,0
Rodentia,Habromys ixtlani,0,26,26,52
Rodentia,Habromys lepturus,0,46,1,47
Rodentia,Habromys lophurus,0,7,1,8
Rodentia,Habromys schmidlyi,0,3,0,3
Rodentia,Habromys simulatus,0,0,0,0
Rodentia,Hadromys humei,0,0,0,0
Rodentia,Haeromys minahassae,0,5,0,5
Rodentia,Haeromys pusillus,0,0,0,0
Rodentia,Halmaheramys bokimekot,0,0,0,0
Rodentia,Handleyomys fuscatus,0,2,1,3
Rodentia,Handleyomys intectus,0,0,2,2
Rodentia,Hansdebruijnia erksinae,0,0,0,0
Rodentia,Hapalomys delacouri,0,0,0,0
Rodentia,Hapalomys longicaudatus,0,0,0,0
Rodentia,Hasegawanema yuroense,0,0,0,0
Rodentia,Heimyscus fumosus,0,0,0,0
Rodentia,Helgenema keablei,0,0,0,0
Rodentia,Heliophobius argenteocinereus,0,20,240,241
Rodentia,Heliosciurus gambianus,0,2,10,12
Rodentia,Heliosciurus mutabilis,0,4,0,4
Rodentia,Heliosciurus punctatus,0,0,0,0
Rodentia,Heliosciurus rufobrachium,0,4,36,40
Rodentia,Heliosciurus ruwenzorii,0,0,0,0
Rodentia,Heliosciurus undulatus,0,0,0,0
Rodentia,Hesperomys fulvescens,0,0,6,6
Rodentia,Heterocephalus glaber,4,24,225,227
Rodentia,Heterocricetodon gaimersheimensis,0,0,0,0
Rodentia,Heteromys anomalus,5,20,30,41
Rodentia,Heteromys australis,0,42,37,48
Rodentia,Heteromys catopterius,17,17,0,17
Rodentia,Heteromys desmarestianus,14,228,162,388
Rodentia,Heteromys gaumeri,0,16,358,374
Rodentia,Heteromys goldmani,0,11,11,22
Rodentia,Heteromys nelsoni,0,9,1,10
Rodentia,Heteromys nubicolens,3,11,0,11
Rodentia,Heteromys oasicus,1,1,0,1
Rodentia,Heteromys oresterus,0,1,0,1
Rodentia,Heteromys teleus,0,0,0,0
Rodentia,Heteroxerus grivensis,0,0,0,0
Rodentia,Hodomys alleni,0,2,1,3
Rodentia,Holochilus brasiliensis,0,4,14,18
Rodentia,Holochilus chacarius,0,246,120,300
Rodentia,Holochilus sciureus,0,62,3,65
Rodentia,Holochilus vulpinus,0,0,0,0
Rodentia,Hoplomys gymnurus,0,9,4,13
Rodentia,Hybomys badius,0,0,0,0
Rodentia,Hybomys basilii,0,0,0,0
Rodentia,Hybomys lunaris,0,6,0,6
Rodentia,Hybomys planifrons,0,0,0,0
Rodentia,Hybomys trivirgatus,0,0,20,20
Rodentia,Hybomys univittatus,1,47,4221,4245
Rodentia,Hydrochoeris hydrochaeris,0,0,0,0
Rodentia,Hydrochoerus hydrochaeris,10,42,10,49
Rodentia,Hydrochoerus isthmius,0,0,0,0
Rodentia,Hydromys chrysogaster,58,72,113,173
Rodentia,Hydromys hussoni,0,0,1,1
Rodentia,Hydromys neobritannicus,0,0,0,0
Rodentia,Hydromys ziegleri,0,0,0,0
Rodentia,Hylaeamys acritus,0,8,0,8
Rodentia,Hylaeamys laticeps,0,21,1,22
Rodentia,Hylaeamys megacephalus,4,252,78,266
Rodentia,Hylaeamys oniscus,0,0,0,0
Rodentia,Hylaeamys perenensis,2,445,2,447
Rodentia,Hylaeamys tatei,0,0,0,0
Rodentia,Hylaeamys yunganus,0,192,23,194
Rodentia,Hylomyscus aeta,0,9,47,50
Rodentia,Hylomyscus alleni,0,18,97,115
Rodentia,Hylomyscus anselli,0,0,0,0
Rodentia,Hylomyscus arcimontensis,0,31,9,40
Rodentia,Hylomyscus baeri,0,0,0,0
Rodentia,Hylomyscus carillus,0,0,0,0
Rodentia,Hylomyscus denniae,0,51,141,178
Rodentia,Hylomyscus grandis,0,0,0,0
Rodentia,Hylomyscus heinrichorum,0,0,0,0
Rodentia,Hylomyscus kaimosae,0,0,0,0
Rodentia,Hylomyscus kerbispeterhansi,0,21,0,21
Rodentia,Hylomyscus mpungamachagorum,0,0,0,0
Rodentia,Hylomyscus pamfi,0,0,0,0
Rodentia,Hylomyscus parvus,0,2,1,3
Rodentia,Hylomyscus pygmaeus,0,0,0,0
Rodentia,Hylomyscus simus,0,0,0,0
Rodentia,Hylomyscus stanleyi,0,7,0,7
Rodentia,Hylomyscus stella,0,108,1839,1918
Rodentia,Hylomyscus thornesmithae,0,0,0,0
Rodentia,Hylomyscus vulcanorum,0,50,23,51
Rodentia,Hylomyscus walterverheyeni,0,1,0,1
Rodentia,Hylopetes alboniger,0,0,0,0
Rodentia,Hylopetes bartelsi,0,0,0,0
Rodentia,Hylopetes nigripes,0,0,0,0
Rodentia,Hylopetes phayrei,0,0,0,0
Rodentia,Hylopetes platyurus,0,0,0,0
Rodentia,Hylopetes sagitta,0,0,1,1
Rodentia,Hylopetes sipora,0,0,0,0
Rodentia,Hylopetes spadiceus,0,0,0,0
Rodentia,Hylopetes winstoni,0,0,0,0
Rodentia,Hyomys dammermani,0,0,0,0
Rodentia,Hyomys goliath,0,0,2,2
Rodentia,Hyorhinomys stuempkei,0,3,1,3
Rodentia,Hyosciurus heinrichi,0,0,0,0
Rodentia,Hyosciurus ileile,0,2,0,2
Rodentia,Hyperacrius fertilis,0,0,0,0
Rodentia,Hyperacrius wynnei,0,0,0,0
Rodentia,Hypnomys morpheus,0,0,0,0
Rodentia,Hypogeomys antimena,0,0,0,0
Rodentia,Hystrix africaeaustralis,0,5,1,6
Rodentia,Hystrix brachyura,0,1,0,1
Rodentia,Hystrix crassispinis,0,0,0,0
Rodentia,Hystrix cristata,2,10,8,18
Rodentia,Hystrix indica,0,82,3,85
Rodentia,Hystrix javanica,0,0,1,1
Rodentia,Hystrix pumila,0,0,0,0
Rodentia,Hystrix sumatrae,0,0,0,0
Rodentia,Ichthyomys hydrobates,0,0,0,0
Rodentia,Ichthyomys pittieri,0,0,0,0
Rodentia,Ichthyomys stolzmanni,0,0,0,0
Rodentia,Ichthyomys tweedii,0,0,1,1
Rodentia,Ictidomys mexicanus,0,21,17,36
Rodentia,Ictidomys parvidens,0,114,15,125
Rodentia,Ictidomys tridecemlineatus,4,505,148,641
Rodentia,Idiurus macrotis,0,0,13,13
Rodentia,Idiurus zenkeri,0,0,13,13
Rodentia,Iomys horsfieldii,0,0,0,0
Rodentia,Iomys sipora,0,0,0,0
Rodentia,Irenomys tarsalis,0,34,0,34
Rodentia,Ischyromys typus,0,0,0,0
Rodentia,Isolobodon portoricensis,0,0,0,0
Rodentia,Isothrix barbarabrownae,0,0,0,0
Rodentia,Isothrix bistriata,1,35,2,37
Rodentia,Isothrix negrensis,0,0,0,0
Rodentia,Isothrix pagurus,0,0,3,3
Rodentia,Isothrix sinnamariensis,0,0,0,0
Rodentia,Issiodoromys pauffiensis,0,0,0,0
Rodentia,Isthmomys flavidus,0,0,0,0
Rodentia,Isthmomys pirrensis,0,5,0,5
Rodentia,Jacobsomys verdensis,0,0,0,0
Rodentia,Jaculus blanfordi,0,7,6,13
Rodentia,Jaculus jaculus,1,25,88,103
Rodentia,Jaculus orientalis,0,2,25,27
Rodentia,Jaculus thaleri,0,0,0,0
Rodentia,Jaywilsonomys ojinagaensis,0,0,0,0
Rodentia,Jaywilsonomys pintoensis,0,0,0,0
Rodentia,Juliomys ossitenuis,0,2,0,2
Rodentia,Juliomys pictipes,0,13,0,13
Rodentia,Juliomys ximenezi,0,0,0,0
Rodentia,Juscelinomys huanchacae,0,5,0,5
Rodentia,Kadarsanomys sodyi,0,0,0,0
Rodentia,Kannabateomys amblyonyx,0,0,1,1
Rodentia,Kerodon acrobata,0,0,0,0
Rodentia,Kerodon rupestris,0,0,2,2
Rodentia,Komodomys rintjanus,0,0,0,0
Rodentia,Kowalskia polonica,0,0,0,0
Rodentia,Kunsia fronto,0,0,0,0
Rodentia,Kunsia tomentosus,0,2,0,2
Rodentia,Lagidium peruanum,0,4,0,4
Rodentia,Lagidium viscacia,1,2,1,3
Rodentia,Lagidium wolffsohni,0,0,0,0
Rodentia,Lagostomus crassus,0,0,0,0
Rodentia,Lagostomus maximus,0,3,5,8
Rodentia,Lagurus lagurus,0,0,0,0
Rodentia,Lagurus pannonicus,0,0,0,0
Rodentia,Lamottemys okuensis,0,0,0,0
Rodentia,Laonastes aenigmamus,0,0,0,0
Rodentia,Lariscus hosei,0,4,2,4
Rodentia,Lariscus insignis,0,6,0,6
Rodentia,Lariscus niobe,0,0,0,0
Rodentia,Lariscus obscurus,0,4,0,4
Rodentia,Lasiopodomys brandtii,0,29,0,29
Rodentia,Lasiopodomys mandarinus,0,1,0,1
Rodentia,Leggadina forresti,166,201,67,235
Rodentia,Leggadina lakedownensis,0,0,149,149
Rodentia,Lemmiscus curtatus,3,110,3,113
Rodentia,Lemmus amurensis,0,0,0,0
Rodentia,Lemmus lemmus,12,94,216,310
Rodentia,Lemmus sibiricus,1,59,0,59
Rodentia,Lemmus trimucronatus,80,544,12,555
Rodentia,Lemniscomys barbarus,0,1,0,1
Rodentia,Lemniscomys bellieri,0,0,1,1
Rodentia,Lemniscomys griselda,0,0,8,8
Rodentia,Lemniscomys hoogstraali,0,0,0,0
Rodentia,Lemniscomys linulus,0,0,42,42
Rodentia,Lemniscomys macculus,0,0,22,22
Rodentia,Lemniscomys mittendorfi,0,0,0,0
Rodentia,Lemniscomys rosalia,0,134,233,253
Rodentia,Lemniscomys roseveari,0,0,0,0
Rodentia,Lemniscomys striatus,0,231,875,982
Rodentia,Lemniscomys zebra,0,6,91,91
Rodentia,Lenomys meyeri,0,9,0,9
Rodentia,Lenothrix canus,0,0,0,0
Rodentia,Lenoxus apicalis,0,11,1,11
Rodentia,Leopoldamys ciliatus,0,0,0,0
Rodentia,Leopoldamys edwardsi,9,39,0,39
Rodentia,Leopoldamys neilli,0,0,0,0
Rodentia,Leopoldamys revertens,0,0,0,0
Rodentia,Leopoldamys sabanus,0,37,24,43
Rodentia,Leopoldamys siporanus,0,0,0,0
Rodentia,Leporillus apicalis,0,0,0,0
Rodentia,Leporillus conditor,322,633,44,646
Rodentia,Leptomys arfakensis,0,0,0,0
Rodentia,Leptomys elegans,0,0,0,0
Rodentia,Leptomys ernstmayri,0,0,3,3
Rodentia,Leptomys paulus,0,0,3,3
Rodentia,Leptomys signatus,0,0,0,0
Rodentia,Limnomys bryophilus,0,2,0,2
Rodentia,Limnomys sibuanus,0,3,0,3
Rodentia,Liomys adspersus,0,704,7,711
Rodentia,Liomys irroratus,15,600,293,770
Rodentia,Liomys pictus,3,358,316,672
Rodentia,Liomys salvini,1,84,114,193
Rodentia,Liomys spectabilis,0,1,0,1
Rodentia,Loncheres paleacea,0,0,0,0
Rodentia,Loncheres punctatus,0,0,0,0
Rodentia,Lonchothrix emiliae,0,0,4,4
Rodentia,Lophiomys imhausi,0,2,2,2
Rodentia,Lophuromys angolensis,0,17,27,27
Rodentia,Lophuromys ansorgei,0,0,28,28
Rodentia,Lophuromys aquilus,0,333,1617,1819
Rodentia,Lophuromys brevicaudus,0,0,0,0
Rodentia,Lophuromys brunneus,0,0,0,0
Rodentia,Lophuromys chercherensis,0,0,0,0
Rodentia,Lophuromys chrysopus,0,0,0,0
Rodentia,Lophuromys dieterleni,0,0,0,0
Rodentia,Lophuromys dudui,0,0,877,877
Rodentia,Lophuromys eisentrauti,0,0,0,0
Rodentia,Lophuromys flavopunctatus,0,28,25,53
Rodentia,Lophuromys huttereri,0,0,11,11
Rodentia,Lophuromys kilonzoi,0,92,208,212
Rodentia,Lophuromys luteogaster,0,2,15,15
Rodentia,Lophuromys machangui,0,40,131,132
Rodentia,Lophuromys makundii,0,3,22,22
Rodentia,Lophuromys medicaudatus,0,1,1,2
Rodentia,Lophuromys melanonyx,0,0,2,2
Rodentia,Lophuromys menageshae,0,0,0,0
Rodentia,Lophuromys nudicaudus,0,0,4,4
Rodentia,Lophuromys rahmi,0,12,10,13
Rodentia,Lophuromys roseveari,0,0,0,0
Rodentia,Lophuromys sabunii,0,31,42,42
Rodentia,Lophuromys sikapusi,0,13,211,224
Rodentia,Lophuromys simensis,0,9,0,9
Rodentia,Lophuromys stanleyi,0,0,7,7
Rodentia,Lophuromys verhageni,0,24,23,39
Rodentia,Lophuromys woosnami,0,108,304,346
Rodentia,Lophuromys zena,0,30,0,30
Rodentia,Lorentzimys nouhuysi,0,1,44,44
Rodentia,Loxodontomys micropus,0,182,3,182
Rodentia,Loxodontomys pikumche,0,0,0,0
Rodentia,Lundomys molitor,0,0,3,3
Rodentia,Macrotarsomys bastardi,0,1,29,30
Rodentia,Macrotarsomys ingens,0,0,0,0
Rodentia,Macruromys elegans,0,0,0,0
Rodentia,Macruromys major,0,0,1,1
Rodentia,Madromys blanfordi,0,0,0,0
Rodentia,Makalata didelphoides,8,17,2,19
Rodentia,Makalata grandis,0,0,2,2
Rodentia,Makalata macrura,0,7,0,7
Rodentia,Makalata occasius,0,0,7,7
Rodentia,Makalata rhipidura,1,1,2,3
Rodentia,Malacomys cansdalei,0,0,0,0
Rodentia,Malacomys edwardsi,0,0,15,15
Rodentia,Malacomys longipes,0,33,779,804
Rodentia,Malacothrix typica,0,0,1,1
Rodentia,Mallomys aroaensis,0,0,0,0
Rodentia,Mallomys gunung,0,0,1,1
Rodentia,Mallomys istapantap,0,0,0,0
Rodentia,Mallomys rothschildi,0,0,0,0
Rodentia,Malpaisomys insularis,0,0,0,0
Rodentia,Mammelomys lanosus,0,0,1,1
Rodentia,Mammelomys rattoides,0,0,2,2
Rodentia,Maquiamys praecursor,0,0,0,0
Rodentia,Marfilomys aewoodi,0,0,0,0
Rodentia,Margaretamys beccarii,0,1,0,1
Rodentia,Margaretamys christinae,0,0,0,0
Rodentia,Margaretamys elegans,0,1,0,1
Rodentia,Margaretamys parvus,0,0,0,0
Rodentia,Marmota baibacina,2,2,0,2
Rodentia,Marmota bobak,0,0,1,1
Rodentia,Marmota broweri,0,6,0,6
Rodentia,Marmota caligata,41,66,2,67
Rodentia,Marmota camtschatica,0,0,0,0
Rodentia,Marmota caudata,0,0,1,1
Rodentia,Marmota flaviventris,0,14,10,24
Rodentia,Marmota himalayana,0,0,0,0
Rodentia,Marmota kastschenkoi,0,0,0,0
Rodentia,Marmota marmota,0,0,1,1
Rodentia,Marmota menzbieri,0,0,0,0
Rodentia,Marmota monax,9,36,36,69
Rodentia,Marmota olympus,0,2,0,2
Rodentia,Marmota sibirica,0,4,1,5
Rodentia,Marmota vancouverensis,0,0,0,0
Rodentia,Massoutiera mzabi,0,0,0,0
Rodentia,Mastacomys fuscus,44,26,59,80
Rodentia,Mastomys awashensis,0,0,0,0
Rodentia,Mastomys coucha,0,59,42,72
Rodentia,Mastomys erythroleucus,0,39,0,39
Rodentia,Mastomys huberti,0,0,0,0
Rodentia,Mastomys kollmannspergeri,0,0,33,33
Rodentia,Mastomys natalensis,0,975,8061,8182
Rodentia,Mastomys pernanus,0,1,0,1
Rodentia,Mastomys shortridgei,0,0,0,0
Rodentia,Maxomys alticola,0,4,4,4
Rodentia,Maxomys baeodon,0,0,0,0
Rodentia,Maxomys bartelsii,0,20,15,20
Rodentia,Maxomys dollmani,0,4,0,4
Rodentia,Maxomys hellwaldii,0,43,14,43
Rodentia,Maxomys hylomyoides,0,2,0,2
Rodentia,Maxomys inas,0,0,0,0
Rodentia,Maxomys inflatus,0,0,0,0
Rodentia,Maxomys moi,0,0,0,0
Rodentia,Maxomys musschenbroekii,0,172,27,173
Rodentia,Maxomys ochraceiventer,0,4,0,4
Rodentia,Maxomys pagensis,0,0,0,0
Rodentia,Maxomys panglima,0,12,0,12
Rodentia,Maxomys rajah,0,40,19,46
Rodentia,Maxomys surifer,4,85,39,89
Rodentia,Maxomys tajuddinii,0,0,0,0
Rodentia,Maxomys wattsi,0,1,0,1
Rodentia,Maxomys whiteheadi,0,66,36,68
Rodentia,Megacricetodon yei,0,0,0,0
Rodentia,Megadendromus nikolausi,0,0,0,0
Rodentia,Megadontomys cryophilus,0,35,6,35
Rodentia,Megadontomys nelsoni,0,18,0,18
Rodentia,Megadontomys thomasi,0,86,21,106
Rodentia,Megalomys camerhogne,0,0,0,0
Rodentia,Megalomys desmarestii,0,0,0,0
Rodentia,Megaoryzomys curioi,0,0,0,0
Rodentia,Melanomys caliginosus,0,168,134,205
Rodentia,Melanomys chrysomelas,0,0,0,0
Rodentia,Melanomys robustulus,0,0,0,0
Rodentia,Melanomys zunigae,0,0,0,0
Rodentia,Melasmothrix naso,0,2,0,2
Rodentia,Melomys aerosus,0,0,0,0
Rodentia,Melomys bannisteri,0,0,0,0
Rodentia,Melomys bougainville,1,0,4,4
Rodentia,Melomys burtoni,269,304,201,482
Rodentia,Melomys capensis,21,21,3,24
Rodentia,Melomys cervinipes,8,40,20,59
Rodentia,Melomys cooperae,0,0,0,0
Rodentia,Melomys dollmani,0,0,0,0
Rodentia,Melomys fraterculus,0,0,0,0
Rodentia,Melomys fulgens,0,0,0,0
Rodentia,Melomys leucogaster,0,1,0,1
Rodentia,Melomys lutillus,0,0,8,8
Rodentia,Melomys matambuai,0,0,0,0
Rodentia,Melomys paveli,0,0,0,0
Rodentia,Melomys rubicola,7,7,0,7
Rodentia,Melomys rufescens,0,17,27,44
Rodentia,Menetes berdmorei,0,2,0,2
Rodentia,Meriones arimalius,0,0,0,0
Rodentia,Meriones chengi,0,0,0,0
Rodentia,Meriones crassus,2,15,229,244
Rodentia,Meriones grandis,0,0,0,0
Rodentia,Meriones hurrianae,0,0,97,97
Rodentia,Meriones libycus,0,14,74,88
Rodentia,Meriones meridianus,6,193,10,201
Rodentia,Meriones persicus,0,25,21,46
Rodentia,Meriones rex,0,0,0,0
Rodentia,Meriones sacramenti,0,34,3,37
Rodentia,Meriones shawi,0,4,134,138
Rodentia,Meriones tamariscinus,0,17,6,18
Rodentia,Meriones tristrami,1,30,24,54
Rodentia,Meriones unguiculatus,2,125,71,195
Rodentia,Meriones vinogradovi,0,0,15,15
Rodentia,Meriones zarudnyi,0,0,0,0
Rodentia,Mesembriomys gouldii,4,5,23,27
Rodentia,Mesembriomys macrurus,2,4,31,35
Rodentia,Mesocapromys angelcabrerai,0,0,0,0
Rodentia,Mesocapromys auritus,0,0,0,0
Rodentia,Mesocapromys melanurus,0,1,2,3
Rodentia,Mesocapromys nanus,0,1,0,1
Rodentia,Mesocricetus auratus,0,1,6,7
Rodentia,Mesocricetus brandti,0,0,0,0
Rodentia,Mesocricetus newtoni,0,0,0,0
Rodentia,Mesocricetus raddei,0,0,0,0
Rodentia,Mesomys hispidus,2,122,10,128
Rodentia,Mesomys leniceps,0,0,0,0
Rodentia,Mesomys occultus,0,4,0,4
Rodentia,Mesomys stimulax,0,1,1,2
Rodentia,Micaelamys granti,0,0,0,0
Rodentia,Micaelamys namaquensis,0,141,32,143
Rodentia,Microakodontomys transitorius,0,0,0,0
Rodentia,Microcavia australis,0,18,22,39
Rodentia,Microcavia niata,0,3,1,4
Rodentia,Microcavia shiptoni,0,3,0,3
Rodentia,Microdillus peeli,0,0,0,0
Rodentia,Microdipodops megacephalus,0,702,13,711
Rodentia,Microdipodops pallidus,0,488,13,501
Rodentia,Microhydromys richardsoni,0,0,0,0
Rodentia,Micromys minutus,0,66,158,223
Rodentia,Microryzomys altissimus,0,56,0,56
Rodentia,Microryzomys minutus,0,63,7,69
Rodentia,Microsciurus alfari,0,1,4,5
Rodentia,Microsciurus flaviventer,3,27,0,27
Rodentia,Microsciurus manarius,0,0,0,0
Rodentia,Microsciurus mimulus,0,0,1,1
Rodentia,Microsciurus santanderensis,0,1,0,1
Rodentia,Microtus abbreviatus,0,15,0,15
Rodentia,Microtus agrestis,7,230,1879,2106
Rodentia,Microtus anatolicus,0,0,0,0
Rodentia,Microtus arvalis,0,116,137,252
Rodentia,Microtus bavaricus,0,0,0,0
Rodentia,Microtus breweri,0,0,8,8
Rodentia,Microtus cabrerae,0,0,0,0
Rodentia,Microtus californicus,16,1881,97,1924
Rodentia,Microtus canicaudus,0,4,1,4
Rodentia,Microtus chrotorrhinus,0,9,9,18
Rodentia,Microtus clarkei,0,0,0,0
Rodentia,Microtus daghestanicus,0,0,0,0
Rodentia,Microtus deceitensis,0,0,0,0
Rodentia,Microtus dogramacii,0,0,0,0
Rodentia,Microtus duodecimcostatus,0,1,0,1
Rodentia,Microtus evoronensis,0,0,0,0
Rodentia,Microtus felteni,0,0,0,0
Rodentia,Microtus fortis,0,74,0,74
Rodentia,Microtus gerbei,0,0,0,0
Rodentia,Microtus gregalis,74,145,4,145
Rodentia,Microtus guatemalensis,0,5,0,5
Rodentia,Microtus guentheri,0,7,0,7
Rodentia,Microtus ilaeus,0,21,12,21
Rodentia,Microtus irani,0,0,0,0
Rodentia,Microtus kikuchii,0,76,0,76
Rodentia,Microtus lavernedii,0,0,0,0
Rodentia,Microtus levis,0,69,0,69
Rodentia,Microtus liechtensteini,0,0,0,0
Rodentia,Microtus limnophilus,0,3,0,3
Rodentia,Microtus longicaudus,29,1909,75,1970
Rodentia,Microtus lusitanicus,0,0,0,0
Rodentia,Microtus majori,0,0,0,0
Rodentia,Microtus maximowiczii,0,84,0,84
Rodentia,Microtus mexicanus,5,325,572,886
Rodentia,Microtus middendorffi,0,11,0,11
Rodentia,Microtus miurus,105,1130,62,1188
Rodentia,Microtus mongolicus,0,69,0,69
Rodentia,Microtus montanus,11,563,45,603
Rodentia,Microtus montebelli,0,0,3,3
Rodentia,Microtus multiplex,0,0,0,0
Rodentia,Microtus oaxacensis,0,3,0,3
Rodentia,Microtus ochrogaster,54,583,428,984
Rodentia,Microtus oeconomus,355,4017,1152,5112
Rodentia,Microtus oregoni,11,169,28,197
Rodentia,Microtus paradoxus,0,0,0,0
Rodentia,Microtus pennsylvanicus,427,4238,590,4728
Rodentia,Microtus pinetorum,28,554,120,637
Rodentia,Microtus qazvinensis,0,0,0,0
Rodentia,Microtus quasiater,0,1,4,4
Rodentia,Microtus richardsoni,1,23,4,27
Rodentia,Microtus sachalinensis,0,0,0,0
Rodentia,Microtus savii,0,0,0,0
Rodentia,Microtus schelkovnikovi,0,1,0,1
Rodentia,Microtus socialis,0,18,0,18
Rodentia,Microtus subterraneus,0,0,23,23
Rodentia,Microtus tatricus,0,0,0,0
Rodentia,Microtus thomasi,0,0,0,0
Rodentia,Microtus townsendii,1,25,8,33
Rodentia,Microtus transcaspicus,0,0,0,0
Rodentia,Microtus umbrosus,0,5,1,6
Rodentia,Microtus xanthognathus,106,1240,7,1244
Rodentia,Millardia gleadowi,0,0,0,0
Rodentia,Millardia kathleenae,0,0,0,0
