order,species,taxonKey,n
Rodentia,Sciurus aestuans,5706586,1
Rodentia,Sciurus aestuans,5706595,1
Rodentia,Sciurus aestuans,5706605,31
Rodentia,Sciurus aestuans,5706613,16
Rodentia,Sciurus aestuans,5706632,44
Rodentia,Sciurus aestuans,7261602,71
Rodentia,Sciurus aestuans,8245145,31
Rodentia,Sciurus aestuans,8824316,2
Rodentia,Sciurus aestuans,9953267,2
Rodentia,Sciurus aestuans,10335010,3
Rodentia,Sciurus alleni,5219679,370
Rodentia,Sciurus annulatus,8291820,1
Rodentia,Sciurus anomalus,5219670,80
Rodentia,Sciurus anomalus,5706649,23
Rodentia,Sciurus anomalus,7261607,25
Rodentia,Sciurus anomalus,8243249,136
Rodentia,Sciurus arizonensis,5219674,314
Rodentia,Sciurus arizonensis,5706686,162
Rodentia,Sciurus arizonensis,5706699,17
Rodentia,Sciurus arizonensis,7261615,51
Rodentia,Sciurus aureogaster,5219663,1503
Rodentia,Sciurus aureogaster,5706652,1243
Rodentia,Sciurus aureogaster,7261609,825
Rodentia,Sciurus bredai,4972437,1
Rodentia,Sciurus carolinensis,5219681,8963
Rodentia,Sciurus carolinensis,5706656,1972
Rodentia,Sciurus carolinensis,5706667,226
Rodentia,Sciurus carolinensis,5706678,104
Rodentia,Sciurus carolinensis,5706691,90
Rodentia,Sciurus carolinensis,7261611,1621
Rodentia,Sciurus carolinensis,8758037,14
Rodentia,Sciurus carolinensis,9940387,8
Rodentia,Sciurus carolinensis,10580258,4
Rodentia,Sciurus colliaei,5219660,335
Rodentia,Sciurus colliaei,5706671,69
Rodentia,Sciurus colliaei,5706682,101
Rodentia,Sciurus colliaei,5706695,93
Rodentia,Sciurus colliaei,7261612,107
Rodentia,Sciurus deppei,5219680,706
Rodentia,Sciurus deppei,5706676,124
Rodentia,Sciurus deppei,5706688,204
Rodentia,Sciurus deppei,5706701,2
Rodentia,Sciurus deppei,5706713,47
Rodentia,Sciurus deppei,7261614,611
Rodentia,Sciurus dorsalis,10486746,1
Rodentia,Sciurus flammifer,5219671,21
Rodentia,Sciurus flavus,5936232,1
Rodentia,Sciurus giganteus,8616483,1
Rodentia,Sciurus gilvigularis,5219661,38
Rodentia,Sciurus gilvigularis,5706622,13
Rodentia,Sciurus gilvigularis,7261604,3
Rodentia,Sciurus granatensis,5219666,633
Rodentia,Sciurus granatensis,5706584,22
Rodentia,Sciurus granatensis,5706585,16
Rodentia,Sciurus granatensis,5706588,48
Rodentia,Sciurus granatensis,5706590,86
Rodentia,Sciurus granatensis,5706591,38
Rodentia,Sciurus granatensis,5706593,6
Rodentia,Sciurus granatensis,5706594,14
Rodentia,Sciurus granatensis,5706598,34
Rodentia,Sciurus granatensis,5706599,20
Rodentia,Sciurus granatensis,5706601,50
Rodentia,Sciurus granatensis,5706607,2
Rodentia,Sciurus granatensis,5706609,337
Rodentia,Sciurus granatensis,5706610,71
Rodentia,Sciurus granatensis,5706611,135
Rodentia,Sciurus granatensis,5706612,5
Rodentia,Sciurus granatensis,5706614,317
Rodentia,Sciurus granatensis,5706616,74
Rodentia,Sciurus granatensis,5706617,29
Rodentia,Sciurus granatensis,5706618,117
Rodentia,Sciurus granatensis,5706619,32
Rodentia,Sciurus granatensis,5706623,94
Rodentia,Sciurus granatensis,5706624,1
Rodentia,Sciurus granatensis,5706625,20
Rodentia,Sciurus granatensis,5706626,2
Rodentia,Sciurus granatensis,5706627,3
Rodentia,Sciurus granatensis,5706631,12
Rodentia,Sciurus granatensis,5706633,38
Rodentia,Sciurus granatensis,5706634,45
Rodentia,Sciurus granatensis,7261601,13
Rodentia,Sciurus griseus,5219672,1042
Rodentia,Sciurus griseus,5706581,418
Rodentia,Sciurus griseus,5706582,416
Rodentia,Sciurus griseus,7261600,1057
Rodentia,Sciurus ignitus,5219662,90
Rodentia,Sciurus ignitus,5706600,5
Rodentia,Sciurus ignitus,5706608,3
Rodentia,Sciurus ignitus,5706635,27
Rodentia,Sciurus ignitus,7261603,6
Rodentia,Sciurus igniventris,5219682,437
Rodentia,Sciurus igniventris,5706643,8
Rodentia,Sciurus igniventris,7261606,42
Rodentia,Sciurus insignis,8487184,1
Rodentia,Sciurus insignis,9251382,1
Rodentia,Sciurus lis,5219673,259
Rodentia,Sciurus macclellandi,8493880,12
Rodentia,Sciurus macclellandi,9345606,5
Rodentia,Sciurus nayaritensis,5219669,288
Rodentia,Sciurus nayaritensis,5706651,139
Rodentia,Sciurus nayaritensis,5706704,38
Rodentia,Sciurus nayaritensis,5706716,106
Rodentia,Sciurus niger,5219683,4388
Rodentia,Sciurus niger,5219684,417
Rodentia,Sciurus niger,5219685,353
Rodentia,Sciurus niger,5219686,7
Rodentia,Sciurus niger,5219687,11
Rodentia,Sciurus niger,5706655,136
Rodentia,Sciurus niger,5706659,72
Rodentia,Sciurus niger,5706670,381
Rodentia,Sciurus niger,5706681,1969
Rodentia,Sciurus niger,5706694,229
Rodentia,Sciurus niger,5706708,356
Rodentia,Sciurus niger,5706721,157
Rodentia,Sciurus niger,8725494,116
Rodentia,Sciurus niger,9188142,13
Rodentia,Sciurus niger,9207440,26
Rodentia,Sciurus niger,10593188,1
Rodentia,Sciurus oculatus,5219664,110
Rodentia,Sciurus oculatus,5706674,5
Rodentia,Sciurus oculatus,5706685,6
Rodentia,Sciurus oculatus,7261613,86
Rodentia,Sciurus pucheranii,5219688,36
Rodentia,Sciurus pucheranii,5706587,17
Rodentia,Sciurus pucheranii,5706621,52
Rodentia,Sciurus pucheranii,5706629,3
Rodentia,Sciurus pygerythrus,9304952,4
Rodentia,Sciurus pyrrhinus,5219675,51
Rodentia,Sciurus richmondi,5219665,83
Rodentia,Sciurus rufiventer,11117204,3
Rodentia,Sciurus sanborni,5219689,1
Rodentia,Sciurus spadiceus,5219676,439
Rodentia,Sciurus spadiceus,5706642,20
Rodentia,Sciurus spadiceus,5706644,38
Rodentia,Sciurus stramineus,5219690,174
Rodentia,Sciurus stramineus,8733689,1
Rodentia,Sciurus variegatoides,5219677,356
Rodentia,Sciurus variegatoides,5706653,83
Rodentia,Sciurus variegatoides,5706657,97
Rodentia,Sciurus variegatoides,5706664,165
Rodentia,Sciurus variegatoides,5706668,48
Rodentia,Sciurus variegatoides,5706675,62
Rodentia,Sciurus variegatoides,5706679,61
Rodentia,Sciurus variegatoides,5706687,113
Rodentia,Sciurus variegatoides,5706692,7
Rodentia,Sciurus variegatoides,5706700,39
Rodentia,Sciurus variegatoides,5706712,65
Rodentia,Sciurus variegatoides,5706717,49
Rodentia,Sciurus variegatoides,5706719,100
Rodentia,Sciurus variegatoides,5706722,27
Rodentia,Sciurus variegatoides,7261610,61
Rodentia,Sciurus vulgaris,5706658,40
Rodentia,Sciurus vulgaris,5706661,36
Rodentia,Sciurus vulgaris,5706662,26
Rodentia,Sciurus vulgaris,5706665,9
Rodentia,Sciurus vulgaris,5706669,2
Rodentia,Sciurus vulgaris,5706673,1
Rodentia,Sciurus vulgaris,5706680,69
Rodentia,Sciurus vulgaris,5706683,23
Rodentia,Sciurus vulgaris,5706684,4
Rodentia,Sciurus vulgaris,5706693,12
Rodentia,Sciurus vulgaris,5706697,56
Rodentia,Sciurus vulgaris,5706702,13
Rodentia,Sciurus vulgaris,5706707,246
Rodentia,Sciurus vulgaris,5706714,7
Rodentia,Sciurus vulgaris,5706720,2
Rodentia,Sciurus vulgaris,7261608,65
Rodentia,Sciurus vulgaris,8211070,19461
Rodentia,Sciurus vulgaris,9463285,4
Rodentia,Sciurus vulgaris,10347932,35
Rodentia,Sciurus warthae,11122835,1
Rodentia,Sciurus yucatanensis,5219678,120
Rodentia,Sciurus yucatanensis,5706690,16
Rodentia,Sciurus yucatanensis,5706703,29
Rodentia,Sciurus yucatanensis,7261616,104
Rodentia,Scolomys melanops,2439222,128
Rodentia,Scolomys melanops,9979201,33
Rodentia,Scolomys ucayalensis,2439221,34
Rodentia,Scotinomys teguina,2439158,811
Rodentia,Scotinomys teguina,8740568,1
Rodentia,Scotinomys teguina,8833024,4
Rodentia,Scotinomys teguina,8882332,1
Rodentia,Scotinomys teguina,9127056,2
Rodentia,Scotinomys teguina,9225143,145
Rodentia,Scotinomys teguina,9850672,8
Rodentia,Scotinomys teguina,10094035,1
Rodentia,Scotinomys teguina,10193686,1
Rodentia,Scotinomys teguina,10438440,5
Rodentia,Scotinomys teguina,10489849,2
Rodentia,Scotinomys teguina,10589976,26
Rodentia,Scotinomys xerampelinus,2439157,386
Rodentia,Scotinomys xerampelinus,9950050,13
Rodentia,Sekeetamys calurus,2438045,158
Rodentia,Sicista betulina,2439449,1757
Rodentia,Sicista betulina,7732155,1
Rodentia,Sicista betulina,7765952,2
Rodentia,Sicista betulina,10530074,1
Rodentia,Sicista betulina,10771042,1
Rodentia,Sicista caucasica,2439440,7
Rodentia,Sicista caudata,2439445,6
Rodentia,Sicista concolor,2439446,63
Rodentia,Sicista concolor,5786800,1
Rodentia,Sicista concolor,10285107,2
Rodentia,Sicista concolor,10398138,2
Rodentia,Sicista kazbegica,2439450,4
Rodentia,Sicista kluchorica,2439441,8
Rodentia,Sicista napaea,2439447,7
Rodentia,Sicista severtzovi,2439442,6
Rodentia,Sicista severtzovi,10153595,4
Rodentia,Sicista strandi,2439448,16
Rodentia,Sicista strandi,10003101,4
Rodentia,Sicista strandi,10643477,4
Rodentia,Sicista subtilis,2439439,45
Rodentia,Sicista subtilis,7500067,57
Rodentia,Sicista subtilis,7689263,56
Rodentia,Sicista subtilis,10041104,6
Rodentia,Sicista subtilis,10246943,1
Rodentia,Sicista subtilis,10436455,18
Rodentia,Sicista subtilis,10718801,2
Rodentia,Sicista subtilis,10729482,2
Rodentia,Sicista tianshanica,2439443,42
Rodentia,Sigmodon alleni,2438158,354
Rodentia,Sigmodon alleni,9039331,63
Rodentia,Sigmodon alstoni,2438155,601
Rodentia,Sigmodon alstoni,10540526,6
Rodentia,Sigmodon arizonae,2438148,2227
Rodentia,Sigmodon arizonae,6163539,56
Rodentia,Sigmodon arizonae,6163540,81
Rodentia,Sigmodon arizonae,8894068,59
Rodentia,Sigmodon arizonae,8911358,1
Rodentia,Sigmodon arizonae,9061848,6
Rodentia,Sigmodon arizonae,9158024,155
Rodentia,Sigmodon fulviventer,2438153,2759
Rodentia,Sigmodon fulviventer,7434059,3
Rodentia,Sigmodon fulviventer,8257415,7
Rodentia,Sigmodon fulviventer,8946140,3
Rodentia,Sigmodon hirsutus,4265122,2109
Rodentia,Sigmodon hirsutus,8928873,556
Rodentia,Sigmodon hispidus,2438147,34348
Rodentia,Sigmodon hispidus,8780442,35
Rodentia,Sigmodon hispidus,8792286,1029
Rodentia,Sigmodon hispidus,8834458,48
Rodentia,Sigmodon hispidus,8880855,155
Rodentia,Sigmodon hispidus,8924629,46
Rodentia,Sigmodon hispidus,9017014,56
Rodentia,Sigmodon hispidus,9029916,302
Rodentia,Sigmodon hispidus,9075828,428
Rodentia,Sigmodon hispidus,9125506,85
Rodentia,Sigmodon hispidus,9172313,2
Rodentia,Sigmodon hispidus,9185714,758
Rodentia,Sigmodon hispidus,9900896,59
Rodentia,Sigmodon hispidus,9992744,27
Rodentia,Sigmodon hispidus,10295502,24
Rodentia,Sigmodon hispidus,10387697,1
Rodentia,Sigmodon inopinatus,2438152,3
Rodentia,Sigmodon leucotis,2438157,575
Rodentia,Sigmodon mascotensis,2438151,1669
Rodentia,Sigmodon mascotensis,8747621,1
Rodentia,Sigmodon mascotensis,8825748,12
Rodentia,Sigmodon mascotensis,8981330,78
Rodentia,Sigmodon mascotensis,9066349,42
Rodentia,Sigmodon mascotensis,9135061,29
Rodentia,Sigmodon mascotensis,10144491,10
Rodentia,Sigmodon minor,8544795,2
Rodentia,Sigmodon ochrognathus,2438156,777
Rodentia,Sigmodon ochrognathus,8805042,1
Rodentia,Sigmodon ochrognathus,9200162,71
Rodentia,Sigmodon peruanus,2438154,82
Rodentia,Sigmodon planifrons,4265124,106
Rodentia,Sigmodon toltecus,4265125,846
Rodentia,Sigmodon toltecus,8727593,258
Rodentia,Sigmodon toltecus,9088881,47
Rodentia,Sigmodon toltecus,9112430,1396
Rodentia,Sigmodon zanjonensis,4265123,60
Rodentia,Sigmodon zanjonensis,9195541,1
Rodentia,Sigmodontomys alfari,2439118,157
Rodentia,Sigmodontomys alfari,9135530,16
Rodentia,Sigmodontomys aphrastus,2439117,2
Rodentia,Solomys ponceleti,2438243,11
Rodentia,Solomys salebrosus,2438239,9
Rodentia,Solomys sapientis,2438242,19
Rodentia,Sommeromys macrorhinos,4264859,4
Rodentia,Sooretamys angouya,2438088,38
Rodentia,Sooretamys angouya,2438108,55
Rodentia,Sooretamys angouya,4265046,139
Rodentia,Sooretamys angouya,5786884,120
Rodentia,Sooretamys angouya,10498280,3
Rodentia,Soricomys kalinga,7728863,9
Rodentia,Soricomys leonardocoi,7923276,7
Rodentia,Soricomys montanus,8086487,8
Rodentia,Soricomys musseri,8244502,4
Rodentia,Spalacopus cyanus,2439602,73
Rodentia,Spalacopus cyanus,4265004,5
Rodentia,Spalacopus cyanus,4265005,1
Rodentia,Spalacopus cyanus,5786781,1
Rodentia,Spalacopus cyanus,7259288,10
Rodentia,Spalacopus cyanus,10571095,2
Rodentia,Spalax arenarius,2438884,1
Rodentia,Spalax carmeli,4264691,2
Rodentia,Spalax carmeli,10382471,2
Rodentia,Spalax ehrenbergi,2438248,31
Rodentia,Spalax ehrenbergi,4264694,105
Rodentia,Spalax giganteus,2438882,6
Rodentia,Spalax graecus,2438885,4
Rodentia,Spalax leucodon,2438247,167
Rodentia,Spalax leucodon,4264696,260
Rodentia,Spalax leucodon,8403861,2
Rodentia,Spalax leucodon,8734906,1
Rodentia,Spalax leucodon,8873049,1
Rodentia,Spalax microphthalmus,2438883,53
Rodentia,Spalax microphthalmus,9906069,1
Rodentia,Spalax nehringi,2438249,43
Rodentia,Spalax nehringi,4264693,23
Rodentia,Spalax nehringi,9094626,1
Rodentia,Spalax nehringi,9204043,1
Rodentia,Spalax zemni,2438881,10
Rodentia,Spermophilopsis leptodactylus,5219655,39
Rodentia,Spermophilopsis leptodactylus,5706575,1
Rodentia,Spermophilopsis leptodactylus,9976033,1
Rodentia,Spermophilus alashanicus,2437315,33
Rodentia,Spermophilus alashanicus,10427968,2
Rodentia,Spermophilus brevicauda,4263797,8
Rodentia,Spermophilus citellus,2437304,402
Rodentia,Spermophilus citellus,4263853,1
Rodentia,Spermophilus citellus,4263861,2
Rodentia,Spermophilus citellus,7261566,43
Rodentia,Spermophilus citellus,7775073,13
Rodentia,Spermophilus citellus,10255400,10
Rodentia,Spermophilus citellus,11244013,1
Rodentia,Spermophilus dauricus,2437294,170
Rodentia,Spermophilus dauricus,9882157,2
Rodentia,Spermophilus dauricus,10406581,82
Rodentia,Spermophilus erythrogenys,2437318,143
Rodentia,Spermophilus erythrogenys,10104429,1
Rodentia,Spermophilus erythrogenys,10183303,2
Rodentia,Spermophilus erythrogenys,10500248,1
Rodentia,Spermophilus fulvus,2437306,89
Rodentia,Spermophilus fulvus,4263804,1
Rodentia,Spermophilus fulvus,5786608,6
Rodentia,Spermophilus fulvus,7261561,1
Rodentia,Spermophilus major,2437320,138
Rodentia,Spermophilus major,7768673,3
Rodentia,Spermophilus musicus,2437308,25
Rodentia,Spermophilus pallidicauda,4263876,16
Rodentia,Spermophilus pygmaeus,2437322,96
Rodentia,Spermophilus pygmaeus,4263855,2
Rodentia,Spermophilus pygmaeus,4263865,6
Rodentia,Spermophilus pygmaeus,5786604,4
Rodentia,Spermophilus pygmaeus,7261567,4
Rodentia,Spermophilus relictus,2437310,21
Rodentia,Spermophilus relictus,9939685,1
Rodentia,Spermophilus relictus,10579528,1
Rodentia,Spermophilus superciliosus,9249900,36
Rodentia,Spermophilus suslicus,2437323,672
Rodentia,Spermophilus suslicus,4263854,12
Rodentia,Spermophilus suslicus,4263863,29
Rodentia,Spermophilus suslicus,9953992,12
Rodentia,Spermophilus suslicus,10593925,3
Rodentia,Spermophilus taurensis,9040543,1
Rodentia,Spermophilus taurensis,10348654,1
Rodentia,Spermophilus xanthoprymnus,2437301,77
Rodentia,Spermophilus xanthoprymnus,8002256,1
Rodentia,Spermophilus xanthoprymnus,9860969,1
Rodentia,Sphiggurus ichillus,8725405,3
Rodentia,Sphiggurus insidiosus,2437606,31
Rodentia,Sphiggurus insidiosus,2437608,2
Rodentia,Sphiggurus insidiosus,7705123,4
Rodentia,Sphiggurus insidiosus,9882808,10
Rodentia,Sphiggurus insidiosus,9904100,2
Rodentia,Sphiggurus melanurus,4264792,1
Rodentia,Sphiggurus melanurus,8363584,11
Rodentia,Sphiggurus mexicanus,2437603,102
Rodentia,Sphiggurus mexicanus,4264793,5
Rodentia,Sphiggurus mexicanus,4264796,10
Rodentia,Sphiggurus mexicanus,7259315,39
Rodentia,Sphiggurus mexicanus,10543780,3
Rodentia,Sphiggurus mexicanus,11082668,231
Rodentia,Sphiggurus mexicanus,11272664,1
Rodentia,Sphiggurus pruinosus,4264798,4
Rodentia,Sphiggurus pruinosus,10989982,10
Rodentia,Sphiggurus spinosus,2437605,38
Rodentia,Sphiggurus spinosus,11053537,31
Rodentia,Sphiggurus vestitus,2437607,12
Rodentia,Sphiggurus vestitus,6066833,7
Rodentia,Sphiggurus villosus,2437604,21
Rodentia,Srilankamys ohiensis,2438251,5
Rodentia,Steatomys bocagei,4263425,28
Rodentia,Steatomys caurinus,2438743,337
Rodentia,Steatomys cuppedius,2438740,114
Rodentia,Steatomys krebsii,2438742,117
Rodentia,Steatomys opimus,4263426,27
Rodentia,Steatomys parvus,2438741,157
Rodentia,Steatomys pratensis,2438739,834
Rodentia,Steatomys pratensis,9159617,39
Rodentia,Steneofiber fossor,8494686,1
Rodentia,Stenocephalemys albipes,2438360,17
Rodentia,Stenocephalemys albipes,4264996,472
Rodentia,Stenocephalemys albocaudata,2439016,95
Rodentia,Stenocephalemys griseicauda,2439017,120
Rodentia,Stenocephalemys ruppi,4264995,3
Rodentia,Stochomys longicaudatus,2438508,2249
Rodentia,Stylodipus andrewsi,2439455,37
Rodentia,Stylodipus sungorus,2439454,21
Rodentia,Stylodipus telum,2439453,93
Rodentia,Stylodipus telum,10118042,2
Rodentia,Stylodipus telum,10169692,1
Rodentia,Sundamys infraluteus,2438464,36
Rodentia,Sundamys infraluteus,10877933,4
Rodentia,Sundamys maxi,2438466,13
Rodentia,Sundamys maxi,10745984,3
Rodentia,Sundamys muelleri,2438465,653
Rodentia,Sundamys muelleri,9893725,11
Rodentia,Sundamys muelleri,10810847,12
Rodentia,Sundamys muelleri,10813029,7
Rodentia,Sundasciurus altitudinis,7706274,2
Rodentia,Sundasciurus brookei,2437472,46
Rodentia,Sundasciurus brookei,10705305,3
Rodentia,Sundasciurus davensis,2437481,2
Rodentia,Sundasciurus fraterculus,2437486,24
Rodentia,Sundasciurus hippurus,2437473,71
Rodentia,Sundasciurus hippurus,4264056,9
Rodentia,Sundasciurus hippurus,4264058,4
Rodentia,Sundasciurus hippurus,4264059,55
Rodentia,Sundasciurus hippurus,7261590,20
Rodentia,Sundasciurus hippurus,8899657,2
Rodentia,Sundasciurus hoogstraali,2437478,22
Rodentia,Sundasciurus jentinki,2437482,44
Rodentia,Sundasciurus juvencus,2437474,97
Rodentia,Sundasciurus lowii,2437483,116
Rodentia,Sundasciurus lowii,4264044,2
Rodentia,Sundasciurus lowii,4264045,1
Rodentia,Sundasciurus lowii,4264049,1
Rodentia,Sundasciurus lowii,4264053,2
Rodentia,Sundasciurus lowii,4264054,6
Rodentia,Sundasciurus lowii,7261589,47
Rodentia,Sundasciurus lowii,9975293,1
Rodentia,Sundasciurus lowii,10615382,4
Rodentia,Sundasciurus mindanensis,2437475,22
Rodentia,Sundasciurus moellendorffi,2437479,8
Rodentia,Sundasciurus philippinensis,2437484,27
Rodentia,Sundasciurus rabori,2437476,12
Rodentia,Sundasciurus samarensis,2437485,32
Rodentia,Sundasciurus steerii,2437477,74
Rodentia,Sundasciurus tahan,7792115,4
Rodentia,Sundasciurus tenuis,2437480,175
Rodentia,Sundasciurus tenuis,4264046,117
Rodentia,Sundasciurus tenuis,4264047,22
Rodentia,Sundasciurus tenuis,4264051,10
Rodentia,Sundasciurus tenuis,4264052,6
Rodentia,Sundasciurus tenuis,4264055,105
Rodentia,Synaptomys borealis,2438953,1688
Rodentia,Synaptomys borealis,8722177,9
Rodentia,Synaptomys borealis,8808105,26
Rodentia,Synaptomys borealis,9095035,30
Rodentia,Synaptomys borealis,9439964,1
Rodentia,Synaptomys borealis,9518983,1
Rodentia,Synaptomys borealis,10591948,1
Rodentia,Synaptomys cooperi,2438954,2641
Rodentia,Synaptomys cooperi,8797895,30
Rodentia,Synaptomys cooperi,8886675,3
Rodentia,Synaptomys cooperi,8942939,30
Rodentia,Synaptomys cooperi,9166073,2
Rodentia,Synaptomys cooperi,9192042,10
Rodentia,Synaptomys cooperi,10092079,16
Rodentia,Syntheosciurus brochus,2437452,7
Rodentia,Tachyoryctes ankoliae,2438336,17
Rodentia,Tachyoryctes annectens,2438340,1
Rodentia,Tachyoryctes audax,2438335,31
Rodentia,Tachyoryctes daemon,2438343,44
Rodentia,Tachyoryctes ibeanus,4264689,38
Rodentia,Tachyoryctes macrocephalus,2438339,26
Rodentia,Tachyoryctes macrocephalus,10685496,3
Rodentia,Tachyoryctes naivashae,2438334,79
Rodentia,Tachyoryctes rex,2438342,48
Rodentia,Tachyoryctes ruandae,2438338,260
Rodentia,Tachyoryctes ruddi,2438333,100
Rodentia,Tachyoryctes spalacinus,2438341,50
Rodentia,Tachyoryctes splendens,2438337,1438
Rodentia,Taeromys arcuatus,2438553,18
Rodentia,Taeromys callitrichus,2438557,19
Rodentia,Taeromys celebensis,2438555,73
Rodentia,Taeromys hamatus,2438558,16
Rodentia,Taeromys microbullatus,4264819,2
Rodentia,Taeromys punicans,2438556,5
Rodentia,Taeromys taerae,2438554,31
Rodentia,Tamias alpinus,2437442,693
Rodentia,Tamias alpinus,4972369,2
Rodentia,Tamias alpinus,9506545,6
Rodentia,Tamias amoenus,2437430,4085
Rodentia,Tamias amoenus,4263607,183
Rodentia,Tamias amoenus,4263611,435
Rodentia,Tamias amoenus,4263617,453
Rodentia,Tamias amoenus,4263621,154
Rodentia,Tamias amoenus,4263625,79
Rodentia,Tamias amoenus,4263633,90
Rodentia,Tamias amoenus,4263637,55
Rodentia,Tamias amoenus,4263644,53
Rodentia,Tamias amoenus,4263649,265
Rodentia,Tamias amoenus,4263657,45
Rodentia,Tamias amoenus,4263661,1262
Rodentia,Tamias amoenus,4263666,199
Rodentia,Tamias amoenus,4263671,1313
Rodentia,Tamias amoenus,4972377,619
Rodentia,Tamias amoenus,7261531,2613
Rodentia,Tamias amoenus,9297222,104
Rodentia,Tamias amoenus,9895699,74
Rodentia,Tamias bulleri,2437440,165
Rodentia,Tamias bulleri,4972384,49
Rodentia,Tamias bulleri,9282367,110
Rodentia,Tamias canipes,2437423,260
Rodentia,Tamias canipes,4263654,70
Rodentia,Tamias canipes,7261540,75
Rodentia,Tamias canipes,10740705,6
Rodentia,Tamias canipes,11057851,13
Rodentia,Tamias cinereicollis,2437443,537
Rodentia,Tamias cinereicollis,4263619,85
Rodentia,Tamias cinereicollis,4972378,140
Rodentia,Tamias cinereicollis,7261536,407
Rodentia,Tamias cinereicollis,9104514,8
Rodentia,Tamias cinereicollis,9572656,8
Rodentia,Tamias dorsalis,2437431,1372
Rodentia,Tamias dorsalis,4263612,646
Rodentia,Tamias dorsalis,4263622,5
Rodentia,Tamias dorsalis,4263634,29
Rodentia,Tamias dorsalis,4263646,458
Rodentia,Tamias dorsalis,4263659,22
Rodentia,Tamias dorsalis,4972385,537
Rodentia,Tamias dorsalis,7261533,1071
Rodentia,Tamias dorsalis,9497932,129
Rodentia,Tamias durangae,2437429,208
Rodentia,Tamias durangae,4972371,7
Rodentia,Tamias durangae,8820093,54
Rodentia,Tamias durangae,9217159,13
Rodentia,Tamias durangae,9610336,5
Rodentia,Tamias merriami,2437444,313
Rodentia,Tamias merriami,4263626,258
Rodentia,Tamias merriami,4263638,150
Rodentia,Tamias merriami,4972386,116
Rodentia,Tamias merriami,7261537,990
Rodentia,Tamias merriami,9370609,207
Rodentia,Tamias minimus,2437432,5231
Rodentia,Tamias minimus,2437435,144
Rodentia,Tamias minimus,4263609,141
Rodentia,Tamias minimus,4263613,61
Rodentia,Tamias minimus,4263620,174
Rodentia,Tamias minimus,4263623,2919
Rodentia,Tamias minimus,4263627,461
Rodentia,Tamias minimus,4263632,201
Rodentia,Tamias minimus,4263635,446
Rodentia,Tamias minimus,4263639,6
Rodentia,Tamias minimus,4263643,82
Rodentia,Tamias minimus,4263647,17
Rodentia,Tamias minimus,4263651,2507
Rodentia,Tamias minimus,4263655,607
Rodentia,Tamias minimus,4263660,21
Rodentia,Tamias minimus,4263662,430
Rodentia,Tamias minimus,4263669,2186
Rodentia,Tamias minimus,4263672,572
Rodentia,Tamias minimus,5786642,1199
Rodentia,Tamias minimus,6163578,689
Rodentia,Tamias minimus,6163579,9
Rodentia,Tamias minimus,8861091,45
Rodentia,Tamias minimus,8979742,1
Rodentia,Tamias minimus,9127120,27
Rodentia,Tamias minimus,9170672,7
Rodentia,Tamias minimus,10290273,42
Rodentia,Tamias obscurus,2437424,183
Rodentia,Tamias obscurus,4263656,3
Rodentia,Tamias obscurus,4263665,88
Rodentia,Tamias obscurus,4972372,37
Rodentia,Tamias obscurus,7261541,380
Rodentia,Tamias obscurus,9307422,12
Rodentia,Tamias ochrogenys,9767716,499
Rodentia,Tamias ochrogenys,11008516,2
Rodentia,Tamias palmeri,2437436,319
Rodentia,Tamias palmeri,11052676,6
Rodentia,Tamias panamintinus,2437425,103
Rodentia,Tamias panamintinus,4263610,572
Rodentia,Tamias panamintinus,4263670,18
Rodentia,Tamias panamintinus,4972387,1
Rodentia,Tamias panamintinus,9343211,4
Rodentia,Tamias quadrimaculatus,2437446,467
Rodentia,Tamias quadrimaculatus,4972373,99
Rodentia,Tamias quadrimaculatus,9253760,22
Rodentia,Tamias quadrivittatus,2437437,2135
Rodentia,Tamias quadrivittatus,4972381,285
Rodentia,Tamias quadrivittatus,8930425,539
Rodentia,Tamias quadrivittatus,9628205,23
Rodentia,Tamias quadrivittatus,10849251,7
Rodentia,Tamias ruficaudus,2437426,1061
Rodentia,Tamias ruficaudus,4263614,265
Rodentia,Tamias ruficaudus,7261534,201
Rodentia,Tamias rufus,2437428,674
Rodentia,Tamias rufus,4972374,6
Rodentia,Tamias rufus,11062336,8
Rodentia,Tamias senex,2437447,876
Rodentia,Tamias senex,4263640,73
Rodentia,Tamias senex,4972382,223
Rodentia,Tamias senex,7261539,1147
Rodentia,Tamias senex,9334785,2
Rodentia,Tamias sibiricus,2437450,721
Rodentia,Tamias sibiricus,4263590,3
Rodentia,Tamias sibiricus,4263591,87
Rodentia,Tamias sibiricus,4263592,11
Rodentia,Tamias sibiricus,4263593,31
Rodentia,Tamias sibiricus,4263594,16
Rodentia,Tamias sibiricus,4263595,62
Rodentia,Tamias sibiricus,7261529,65
Rodentia,Tamias sibiricus,8996716,54
Rodentia,Tamias sibiricus,9904823,7
Rodentia,Tamias sibiricus,10383714,2
Rodentia,Tamias sibiricus,10544498,53
Rodentia,Tamias sibiricus,10602587,58
Rodentia,Tamias siskiyou,2437427,763
Rodentia,Tamias siskiyou,4263636,42
Rodentia,Tamias siskiyou,7261538,168
Rodentia,Tamias sonomae,2437448,83
Rodentia,Tamias sonomae,4263615,618
Rodentia,Tamias sonomae,4263673,135
Rodentia,Tamias sonomae,4972375,259
Rodentia,Tamias sonomae,9326202,29
Rodentia,Tamias speciosus,2437439,414
Rodentia,Tamias speciosus,4263616,684
